benchmark,pair_id,n,weight,seed,variant,S_fwd,S_rev,decision,correct
AN,29,1000,1.0,0,unnorm,0.03504114532963513,0.047354193497908925,True,1.0
AN,30,1000,1.0,0,unnorm,0.025528711379930322,0.05056924306986733,True,1.0
AN,31,1000,1.0,0,unnorm,0.0049362617623040245,0.0251017350676575,True,1.0
AN,32,1000,1.0,0,unnorm,0.039839856616169636,0.07126858733560973,True,1.0
AN,33,1000,1.0,0,unnorm,0.021759739006932913,0.06206117060923798,True,1.0
AN,34,1000,1.0,0,unnorm,0.01816631875637477,0.05401210707145112,True,1.0
AN,35,1000,1.0,0,unnorm,0.006692004547165744,0.07227919539742382,True,1.0
AN,36,1000,1.0,0,unnorm,0.005966167645363893,0.017403910573977548,True,1.0
AN,37,1000,1.0,0,unnorm,0.015914170335025925,0.01916503174987331,True,1.0
AN,38,1000,1.0,0,unnorm,0.025792514594999632,0.03201115624459776,True,1.0
AN,39,1000,1.0,0,unnorm,0.03345221430999787,0.07101377120281818,True,1.0
AN,40,1000,1.0,0,unnorm,0.04295698979095312,0.0505911970596202,True,1.0
AN,41,1000,1.0,0,unnorm,0.02791440309619895,0.0536683889064817,True,1.0
AN,42,1000,1.0,0,unnorm,0.01304121380367922,0.033935967298112275,True,1.0
AN,43,1000,1.0,0,unnorm,0.0161831784374319,0.03166723604496507,True,1.0
AN,44,1000,1.0,0,unnorm,0.027892054752694403,0.06578128953069726,True,1.0
AN,45,1000,1.0,0,unnorm,0.012653823483360584,0.0383445349510063,True,1.0
AN,46,1000,1.0,0,unnorm,0.012855548780510722,0.06673347407622766,True,1.0
AN,47,1000,1.0,0,unnorm,0.016837752347292883,0.04551309719487793,True,1.0
AN,48,1000,1.0,0,unnorm,0.019042992245716622,0.03618291815218043,True,1.0
AN,49,1000,1.0,0,unnorm,0.010946198496512238,0.016488748872306294,True,1.0
AN,50,1000,1.0,0,unnorm,0.0067221006449624,0.016451355191816733,True,1.0
AN,51,1000,1.0,0,unnorm,0.0162073926886635,0.0801695397666889,True,1.0
AN,52,1000,1.0,0,unnorm,0.01389661075640977,0.05439664424550832,True,1.0
AN,53,1000,1.0,0,unnorm,0.011216104197345552,0.08093450928573345,True,1.0
AN,54,1000,1.0,0,unnorm,0.005902352011279153,0.047140286328120735,True,1.0
AN,55,1000,1.0,0,unnorm,0.008173186141146715,0.07668092500252023,True,1.0
AN,56,1000,1.0,0,unnorm,0.025945489448555816,0.0611937266863994,True,1.0
AN,57,1000,1.0,0,unnorm,0.031986412958938046,0.06103119802975144,True,1.0
AN,58,1000,1.0,0,unnorm,0.04856785680624991,0.07265627389523363,True,1.0
AN,59,1000,1.0,0,unnorm,0.013258619446118154,0.015773117766027002,True,1.0
AN,60,1000,1.0,0,unnorm,0.029874250911379397,0.08035482598991715,True,1.0
AN,61,1000,1.0,0,unnorm,0.014321537720462947,0.016737114443912158,True,1.0
AN,62,1000,1.0,0,unnorm,0.022493409149704487,0.06911912364445202,True,1.0
AN,63,1000,1.0,0,unnorm,0.045831835831148,0.07474617412400766,True,1.0
AN,64,1000,1.0,0,unnorm,0.005338607667863413,0.04759321080142652,True,1.0
AN,65,1000,1.0,0,unnorm,0.008503643445201698,0.0680964230763139,True,1.0
AN,66,1000,1.0,0,unnorm,0.007345702521373836,0.05339527405473513,True,1.0
AN,67,1000,1.0,0,unnorm,0.009577653019082876,0.03438290681348044,True,1.0
AN,68,1000,1.0,0,unnorm,0.020378562284048052,0.061508000387023275,True,1.0
AN,69,1000,1.0,0,unnorm,0.009203418025006276,0.04099364297315776,True,1.0
AN,70,1000,1.0,0,unnorm,0.019013591685525525,0.04297444324090937,True,1.0
AN,71,1000,1.0,0,unnorm,0.008298474015041347,0.07326227724789447,True,1.0
AN,72,1000,1.0,0,unnorm,0.022581622789598806,0.07290226687434583,True,1.0
AN,73,1000,1.0,0,unnorm,0.008002638535057647,0.05218534576355774,True,1.0
AN,74,1000,1.0,0,unnorm,0.022954130506187713,0.03432766198161275,True,1.0
AN,75,1000,1.0,0,unnorm,0.011567082534287539,0.05457384421589382,True,1.0
AN,76,1000,1.0,0,unnorm,0.020199876254123856,0.024301970325196,True,1.0
AN,77,1000,1.0,0,unnorm,0.008155872165515927,0.031487394122971045,True,1.0
AN,78,1000,1.0,0,unnorm,0.030515231382747632,0.06426822338821216,True,1.0
AN,79,1000,1.0,0,unnorm,0.00776330791323187,0.06274566744616536,True,1.0
AN,80,1000,1.0,0,unnorm,0.016407178725126106,0.03384126111961348,True,1.0
AN,81,1000,1.0,0,unnorm,0.008651708497622475,0.021166935217523643,True,1.0
AN,82,1000,1.0,0,unnorm,0.02311686181181302,0.07282546292422779,True,1.0
AN,83,1000,1.0,0,unnorm,0.017684729580628274,0.07287702364120503,True,1.0
AN,84,1000,1.0,0,unnorm,0.007148351621160564,0.016199327670600058,True,1.0
AN,85,1000,1.0,0,unnorm,0.041772157455696214,0.05861068149820337,True,1.0
AN,86,1000,1.0,0,unnorm,0.009747632353808825,0.012526798851621165,True,1.0
AN,87,1000,1.0,0,unnorm,0.041006782358735706,0.07788035829373126,True,1.0
AN,88,1000,1.0,0,unnorm,0.011690825631736996,0.05995300274712639,True,1.0
AN,89,1000,1.0,0,unnorm,0.013251303367566325,0.029394783530047087,True,1.0
AN,90,1000,1.0,0,unnorm,0.011767690259245645,0.07773269700600657,True,1.0
AN,91,1000,1.0,0,unnorm,0.016455846577412107,0.060881163622112176,True,1.0
AN,92,1000,1.0,0,unnorm,0.023010456165046794,0.0755704879369793,True,1.0
AN,93,1000,1.0,0,unnorm,0.010220696765650704,0.020734008213818475,True,1.0
AN,94,1000,1.0,0,unnorm,0.02058036290782906,0.049994106028629,True,1.0
AN,95,1000,1.0,0,unnorm,0.01390631971401189,0.034416942178765064,True,1.0
AN,96,1000,1.0,0,unnorm,0.008227974988727843,0.05634358514135527,True,1.0
AN,97,1000,1.0,0,unnorm,0.015256724103520244,0.02717469915313284,True,1.0
AN,98,1000,1.0,0,unnorm,0.010678142425297986,0.047625572662157334,True,1.0
AN,99,1000,1.0,0,unnorm,0.014876121566768222,0.06081214357997682,True,1.0
AN,100,1000,1.0,0,unnorm,0.012025640138727693,0.018308308819359218,True,1.0
AN-s,1,1000,1.0,0,unnorm,0.03269066905503449,0.03287386272128688,True,1.0
AN-s,2,1000,1.0,0,unnorm,0.03168229863213434,0.031504022478024356,False,0.0
AN-s,3,1000,1.0,0,unnorm,0.02799734598629577,0.02802435468300445,True,1.0
AN-s,4,1000,1.0,0,unnorm,0.031548507317802635,0.0319626059043355,True,1.0
AN-s,5,1000,1.0,0,unnorm,0.021620166781617847,0.021776637771789596,True,1.0
AN-s,6,1000,1.0,0,unnorm,0.029284003498881935,0.030020220384301962,True,1.0
AN-s,7,1000,1.0,0,unnorm,0.03774885796621781,0.03830729091882889,True,1.0
AN-s,8,1000,1.0,0,unnorm,0.012065659297251214,0.012500323869744158,True,1.0
AN-s,9,1000,1.0,0,unnorm,0.03284222983259323,0.032777348632056336,False,0.0
AN-s,10,1000,1.0,0,unnorm,0.036869522216750036,0.03779041440265951,True,1.0
AN-s,11,1000,1.0,0,unnorm,0.0341324112078505,0.035046505766289475,True,1.0
AN-s,12,1000,1.0,0,unnorm,0.010915480514384346,0.0108632961431562,False,0.0
AN-s,13,1000,1.0,0,unnorm,0.04554148887667543,0.046365376971362574,True,1.0
AN-s,14,1000,1.0,0,unnorm,0.029529267601668213,0.029760887915938162,True,1.0
AN-s,15,1000,1.0,0,unnorm,0.014224319841416271,0.014099626567281386,False,0.0
AN-s,16,1000,1.0,0,unnorm,0.019172600664481194,0.019772204188112277,True,1.0
AN-s,17,1000,1.0,0,unnorm,0.03363589352721484,0.033952697624326386,True,1.0
AN-s,18,1000,1.0,0,unnorm,0.018376848076549216,0.01842603652272841,True,1.0
AN-s,19,1000,1.0,0,unnorm,0.02869298344366411,0.02935008368356832,True,1.0
AN-s,20,1000,1.0,0,unnorm,0.04897387785539258,0.05071815003855278,True,1.0
AN-s,21,1000,1.0,0,unnorm,0.01938957918524643,0.0196910698508768,True,1.0
AN-s,22,1000,1.0,0,unnorm,0.010687479319423872,0.011062370567879693,True,1.0
AN-s,23,1000,1.0,0,unnorm,0.010196373990573673,0.010209767800542417,True,1.0
AN-s,24,1000,1.0,0,unnorm,0.014613601141928795,0.014872426910844762,True,1.0
AN-s,25,1000,1.0,0,unnorm,0.04452648054095348,0.04550868432910368,True,1.0
AN-s,26,1000,1.0,0,unnorm,0.04048003944012366,0.04055612840325304,True,1.0
AN-s,27,1000,1.0,0,unnorm,0.03577998824942236,0.0366771962628271,True,1.0
AN-s,28,1000,1.0,0,unnorm,0.050449274191025295,0.05219750241300157,True,1.0
AN-s,29,1000,1.0,0,unnorm,0.01540969703695888,0.015666213497285444,True,1.0
AN-s,30,1000,1.0,0,unnorm,0.015357466724537527,0.01536511543244426,True,1.0
AN-s,31,1000,1.0,0,unnorm,0.03361694952617606,0.03438402394627067,True,1.0
AN-s,32,1000,1.0,0,unnorm,0.021217371590307007,0.021174073946730248,False,0.0
AN-s,33,1000,1.0,0,unnorm,0.04616415688519635,0.047121064729211494,True,1.0
AN-s,34,1000,1.0,0,unnorm,0.036797178916808435,0.03800646490645729,True,1.0
AN-s,35,1000,1.0,0,unnorm,0.013197955636854821,0.013166749210324187,False,0.0
AN-s,36,1000,1.0,0,unnorm,0.05115716444841007,0.051736723068845074,True,1.0
AN-s,37,1000,1.0,0,unnorm,0.016115594853083243,0.01648624732504864,True,1.0
AN-s,38,1000,1.0,0,unnorm,0.02563620183743474,0.025689903312621873,True,1.0
AN-s,39,1000,1.0,0,unnorm,0.025502903581839285,0.026073822509119507,True,1.0
AN-s,40,1000,1.0,0,unnorm,0.037557218226673385,0.038303106858897026,True,1.0
AN-s,41,1000,1.0,0,unnorm,0.010822596332686925,0.010770710510378126,False,0.0
AN-s,42,1000,1.0,0,unnorm,0.0177890265761367,0.01801075994784255,True,1.0
AN-s,43,1000,1.0,0,unnorm,0.036871213882208424,0.03680753053010809,False,0.0
AN-s,44,1000,1.0,0,unnorm,0.035636235472341446,0.03636057787662122,True,1.0
AN-s,45,1000,1.0,0,unnorm,0.010224149963077795,0.01033964211208452,True,1.0
AN-s,46,1000,1.0,0,unnorm,0.051888937710642076,0.05301095495572614,True,1.0
AN-s,47,1000,1.0,0,unnorm,0.030428079804479955,0.030855415094487342,True,1.0
AN-s,48,1000,1.0,0,unnorm,0.0263258615992966,0.02671829311819956,True,1.0
AN-s,49,1000,1.0,0,unnorm,0.044087492907455596,0.04446365138884355,True,1.0
AN-s,50,1000,1.0,0,unnorm,0.01852421804861632,0.018421260594713756,False,0.0
AN-s,51,1000,1.0,0,unnorm,0.02804600705217248,0.028813558191311338,True,1.0
AN-s,52,1000,1.0,0,unnorm,0.042700401411073986,0.04279092407781576,True,1.0
AN-s,53,1000,1.0,0,unnorm,0.04012738989930124,0.04057105780010695,True,1.0
AN-s,54,1000,1.0,0,unnorm,0.03236382735250255,0.032799485392678907,True,1.0
AN-s,55,1000,1.0,0,unnorm,0.010024912227542666,0.010026442381507763,True,1.0
AN-s,56,1000,1.0,0,unnorm,0.010508283815403443,0.010559453608831076,True,1.0
AN-s,57,1000,1.0,0,unnorm,0.026620773455076064,0.026866766784765878,True,1.0
AN-s,58,1000,1.0,0,unnorm,0.018289397770861693,0.018658993674271974,True,1.0
AN-s,59,1000,1.0,0,unnorm,0.03379883601685631,0.034616193433942566,True,1.0
AN-s,60,1000,1.0,0,unnorm,0.04265233627136214,0.042769385736251254,True,1.0
AN-s,61,1000,1.0,0,unnorm,0.027305571785797803,0.028726392144104808,True,1.0
AN-s,62,1000,1.0,0,unnorm,0.016779591292599316,0.016838195830665433,True,1.0
AN-s,63,1000,1.0,0,unnorm,0.04699476402737333,0.047189862247314585,True,1.0
AN-s,64,1000,1.0,0,unnorm,0.03591031904531494,0.036033874482953455,True,1.0
AN-s,65,1000,1.0,0,unnorm,0.02602769026955934,0.026537821381279074,True,1.0
AN-s,66,1000,1.0,0,unnorm,0.026789786614032113,0.026260592133087794,False,0.0
AN-s,67,1000,1.0,0,unnorm,0.0399814948587966,0.0396997937963765,False,0.0
AN-s,68,1000,1.0,0,unnorm,0.012355564819323196,0.012189469654657241,False,0.0
AN-s,69,1000,1.0,0,unnorm,0.008843287324452238,0.008826275171195446,False,0.0
AN-s,70,1000,1.0,0,unnorm,0.03010134916191438,0.030122566289209115,True,1.0
AN-s,71,1000,1.0,0,unnorm,0.044366265916262144,0.04522389126297139,True,1.0
AN-s,72,1000,1.0,0,unnorm,0.03884172795716666,0.03942763260612533,True,1.0
AN-s,73,1000,1.0,0,unnorm,0.009000170606253367,0.008973937961615608,False,0.0
AN-s,74,1000,1.0,0,unnorm,0.017734881985440227,0.018243480934519895,True,1.0
AN-s,75,1000,1.0,0,unnorm,0.01891563761786335,0.019215673459437692,True,1.0
AN-s,76,1000,1.0,0,unnorm,0.014929136152714793,0.015157755308450252,True,1.0
AN-s,77,1000,1.0,0,unnorm,0.039292111357131454,0.040554345963668116,True,1.0
AN-s,78,1000,1.0,0,unnorm,0.024848771478903655,0.026366537084854303,True,1.0
AN-s,79,1000,1.0,0,unnorm,0.05776588088500184,0.05779070047726403,True,1.0
AN-s,80,1000,1.0,0,unnorm,0.022645677224850554,0.023159866539432,True,1.0
AN-s,81,1000,1.0,0,unnorm,0.03479713514929122,0.0354498904146009,True,1.0
AN-s,82,1000,1.0,0,unnorm,0.013133797712333481,0.01304850810907666,False,0.0
AN-s,83,1000,1.0,0,unnorm,0.037453990276363695,0.03827719704983436,True,1.0
AN-s,84,1000,1.0,0,unnorm,0.043104427815783435,0.0435045002147815,True,1.0
AN-s,85,1000,1.0,0,unnorm,0.01563058589781238,0.015942586333572532,True,1.0
AN-s,86,1000,1.0,0,unnorm,0.015050236466806009,0.015486035896493212,True,1.0
AN-s,87,1000,1.0,0,unnorm,0.016300025636464745,0.016528929329832534,True,1.0
AN-s,88,1000,1.0,0,unnorm,0.03542348411775768,0.03542332819142395,False,0.0
AN-s,89,1000,1.0,0,unnorm,0.046629431467462804,0.04806436511721053,True,1.0
AN-s,90,1000,1.0,0,unnorm,0.0405151434385157,0.040784020041810067,True,1.0
AN-s,91,1000,1.0,0,unnorm,0.049557052222742495,0.05147680322746154,True,1.0
AN-s,92,1000,1.0,0,unnorm,0.015499720062863365,0.015684226929377692,True,1.0
AN-s,93,1000,1.0,0,unnorm,0.01960929849108986,0.01960427741201195,False,0.0
AN-s,94,1000,1.0,0,unnorm,0.02715987401163602,0.027541887179749768,True,1.0
AN-s,95,1000,1.0,0,unnorm,0.055687781886464525,0.05747557272090225,True,1.0
AN-s,96,1000,1.0,0,unnorm,0.009561103862694502,0.009587943564807973,True,1.0
AN-s,97,1000,1.0,0,unnorm,0.05385788050895743,0.05461310238263267,True,1.0
AN-s,98,1000,1.0,0,unnorm,0.027375562043202305,0.027664821807067044,True,1.0
AN-s,99,1000,1.0,0,unnorm,0.025090243730780646,0.026193394574867176,True,1.0
AN-s,100,1000,1.0,0,unnorm,0.04197512252853262,0.04208596201538673,True,1.0
LS,1,1000,1.0,0,unnorm,0.04225562670523619,0.07172097290443907,True,1.0
LS,2,1000,1.0,0,unnorm,0.0360360078415282,0.060539459778246506,True,1.0
LS,3,1000,1.0,0,unnorm,0.005409124807035841,0.07159000022244262,True,1.0
LS,4,1000,1.0,0,unnorm,0.03529493934287424,0.06940048737296861,True,1.0
LS,5,1000,1.0,0,unnorm,0.020121699963819555,0.08089852289983974,True,1.0
LS,6,1000,1.0,0,unnorm,0.008606948426127426,0.01664973073998385,True,1.0
LS,7,1000,1.0,0,unnorm,0.03603129256487494,0.07172655695771203,True,1.0
LS,8,1000,1.0,0,unnorm,0.006124401709087003,0.03975838061030198,True,1.0
LS,9,1000,1.0,0,unnorm,0.01448031655887487,0.05951326846069618,True,1.0
LS,10,1000,1.0,0,unnorm,0.014008402686262031,0.050835592045415476,True,1.0
LS,11,1000,1.0,0,unnorm,0.021168218641268183,0.07154943834431657,True,1.0
LS,12,1000,1.0,0,unnorm,0.018851509070754092,0.06537606948456101,True,1.0
LS,13,1000,1.0,0,unnorm,0.060755153855681095,0.06329880015969531,True,1.0
LS,14,1000,1.0,0,unnorm,0.005877483418574781,0.022378632889700045,True,1.0
LS,15,1000,1.0,0,unnorm,0.05463138125593553,0.06116787027146654,True,1.0
LS,16,1000,1.0,0,unnorm,0.032934014847678494,0.07334900148360224,True,1.0
LS,17,1000,1.0,0,unnorm,0.029029305877191765,0.05683508195502778,True,1.0
LS,18,1000,1.0,0,unnorm,0.012482888787317785,0.01559642357581635,True,1.0
LS,19,1000,1.0,0,unnorm,0.01385635305122499,0.03940609919681297,True,1.0
LS,20,1000,1.0,0,unnorm,0.014911020509926147,0.02107192862839294,True,1.0
LS,21,1000,1.0,0,unnorm,0.01326965738515586,0.050930654009530986,True,1.0
LS,22,1000,1.0,0,unnorm,0.018129415282191513,0.040465292883150046,True,1.0
LS,23,1000,1.0,0,unnorm,0.022461051276872753,0.03155401763575073,True,1.0
LS,24,1000,1.0,0,unnorm,0.007755360781673391,0.07335208592960417,True,1.0
LS,25,1000,1.0,0,unnorm,0.02452945840489382,0.051284593194152704,True,1.0
LS,26,1000,1.0,0,unnorm,0.007599169797809711,0.05033255552551765,True,1.0
LS,27,1000,1.0,0,unnorm,0.02153180926044525,0.0661416197594912,True,1.0
LS,28,1000,1.0,0,unnorm,0.023849024390823412,0.06895764047767115,True,1.0
LS,29,1000,1.0,0,unnorm,0.04272196534227744,0.07236466676034828,True,1.0
LS,30,1000,1.0,0,unnorm,0.020999795997591032,0.04499835539310133,True,1.0
LS,31,1000,1.0,0,unnorm,0.013944805535772658,0.04729300592860717,True,1.0
LS,32,1000,1.0,0,unnorm,0.023983133115123147,0.04702719148512647,True,1.0
LS,33,1000,1.0,0,unnorm,0.025769968762009668,0.034456701388629614,True,1.0
LS,34,1000,1.0,0,unnorm,0.020932056825146806,0.05749512660610103,True,1.0
LS,35,1000,1.0,0,unnorm,0.03130541408460748,0.0702711584586056,True,1.0
LS,36,1000,1.0,0,unnorm,0.046550915717040356,0.05793734457708545,True,1.0
LS,37,1000,1.0,0,unnorm,0.02247181884169898,0.05752178931243171,True,1.0
LS,38,1000,1.0,0,unnorm,0.0074170380995050925,0.026227168629977714,True,1.0
LS,39,1000,1.0,0,unnorm,0.011768909534068846,0.06936949038264492,True,1.0
LS,40,1000,1.0,0,unnorm,0.06005531297553307,0.07652885338960831,True,1.0
LS,41,1000,1.0,0,unnorm,0.04725846951873496,0.0679602730761377,True,1.0
LS,42,1000,1.0,0,unnorm,0.009730270763299671,0.023991968171469823,True,1.0
LS,43,1000,1.0,0,unnorm,0.011891489761885086,0.039114487819564774,True,1.0
LS,44,1000,1.0,0,unnorm,0.011140555252377607,0.03204114626659293,True,1.0
LS,45,1000,1.0,0,unnorm,0.03664051336862618,0.05402288083686064,True,1.0
LS,46,1000,1.0,0,unnorm,0.008589742167817983,0.023756100336570732,True,1.0
LS,47,1000,1.0,0,unnorm,0.02113042648469625,0.03783425326043034,True,1.0
LS,48,1000,1.0,0,unnorm,0.019546757281157484,0.027204372755244746,True,1.0
LS,49,1000,1.0,0,unnorm,0.025217189661521092,0.0494202019327628,True,1.0
LS,50,1000,1.0,0,unnorm,0.02620154387273554,0.06065119634271754,True,1.0
LS,51,1000,1.0,0,unnorm,0.022163767824071846,0.030658067840321025,True,1.0
LS,52,1000,1.0,0,unnorm,0.017046910563077767,0.05063165801966525,True,1.0
LS,53,1000,1.0,0,unnorm,0.042189562784183544,0.07620792101786553,True,1.0
LS,54,1000,1.0,0,unnorm,0.04654365797725336,0.0794039411148299,True,1.0
LS,55,1000,1.0,0,unnorm,0.04828520259293335,0.0549003569532847,True,1.0
LS,56,1000,1.0,0,unnorm,0.020521883211993823,0.03972426825491373,True,1.0
LS,57,1000,1.0,0,unnorm,0.04530704784556027,0.07222675364983748,True,1.0
LS,58,1000,1.0,0,unnorm,0.013521637381143755,0.034768078123640786,True,1.0
LS,59,1000,1.0,0,unnorm,0.025549237904949975,0.07033974093739626,True,1.0
LS,60,1000,1.0,0,unnorm,0.057744307783904665,0.06265405368234823,True,1.0
LS,61,1000,1.0,0,unnorm,0.048168414816999384,0.06745212576476974,True,1.0
LS,62,1000,1.0,0,unnorm,0.01864774104139666,0.05129259376187318,True,1.0
LS,63,1000,1.0,0,unnorm,0.00825041173522659,0.03371972835486429,True,1.0
LS,64,1000,1.0,0,unnorm,0.007417448201832734,0.06568913163325923,True,1.0
LS,65,1000,1.0,0,unnorm,0.009353398098783525,0.07383668677980416,True,1.0
LS,66,1000,1.0,0,unnorm,0.02984447639623592,0.06113588280990791,True,1.0
LS,67,1000,1.0,0,unnorm,0.013781301242687616,0.05707207393805422,True,1.0
LS,68,1000,1.0,0,unnorm,0.012867543649045082,0.07500041691875074,True,1.0
LS,69,1000,1.0,0,unnorm,0.012189692672433756,0.05811541712231767,True,1.0
LS,70,1000,1.0,0,unnorm,0.008424181270106952,0.06257895337310092,True,1.0
LS,71,1000,1.0,0,unnorm,0.017363413115473614,0.0283463168004899,True,1.0
LS,72,1000,1.0,0,unnorm,0.0075254251623564205,0.055322224338544904,True,1.0
LS,73,1000,1.0,0,unnorm,0.03743713615451119,0.06805534462454314,True,1.0
LS,74,1000,1.0,0,unnorm,0.011576543104691443,0.033242180983253156,True,1.0
LS,75,1000,1.0,0,unnorm,0.01388919818904475,0.04241044580590186,True,1.0
LS,76,1000,1.0,0,unnorm,0.03718819724039698,0.04408179699222343,True,1.0
LS,77,1000,1.0,0,unnorm,0.019007100038108106,0.0649646661249581,True,1.0
LS,78,1000,1.0,0,unnorm,0.02963647400265416,0.06243332954474159,True,1.0
LS,79,1000,1.0,0,unnorm,0.02357367224488045,0.06058292583810248,True,1.0
LS,80,1000,1.0,0,unnorm,0.01395073435047114,0.06036722226400304,True,1.0
LS,81,1000,1.0,0,unnorm,0.02394533378247509,0.02864178486819119,True,1.0
LS,82,1000,1.0,0,unnorm,0.006374651165713537,0.05707960856027626,True,1.0
LS,83,1000,1.0,0,unnorm,0.02564967439664898,0.061240109688163145,True,1.0
LS,84,1000,1.0,0,unnorm,0.016727927853079017,0.06723216937141918,True,1.0
LS,85,1000,1.0,0,unnorm,0.007248334536576262,0.032446521258219965,True,1.0
LS,86,1000,1.0,0,unnorm,0.028814896409012396,0.08069817126747555,True,1.0
LS,87,1000,1.0,0,unnorm,0.009985967418506542,0.07056953446251714,True,1.0
LS,88,1000,1.0,0,unnorm,0.00637159697168379,0.04846373504146416,True,1.0
LS,89,1000,1.0,0,unnorm,0.0159337284658274,0.01993754086388103,True,1.0
LS,90,1000,1.0,0,unnorm,0.03362255237769084,0.0556768030246967,True,1.0
LS,91,1000,1.0,0,unnorm,0.019660774527566826,0.051836534440089344,True,1.0
LS,92,1000,1.0,0,unnorm,0.00868324812320114,0.06433062554190569,True,1.0
LS,93,1000,1.0,0,unnorm,0.03613374053997989,0.05054224533584142,True,1.0
LS,94,1000,1.0,0,unnorm,0.01152212169308485,0.06490399096074853,True,1.0
LS,95,1000,1.0,0,unnorm,0.03160005614154252,0.06744157930321398,True,1.0
LS,96,1000,1.0,0,unnorm,0.008711801483401834,0.0538185403296151,True,1.0
LS,97,1000,1.0,0,unnorm,0.023521054305794153,0.04285099097711267,True,1.0
LS,98,1000,1.0,0,unnorm,0.058499732488702536,0.0683754742054377,True,1.0
LS,99,1000,1.0,0,unnorm,0.02983170383234219,0.050111961841338724,True,1.0
LS,100,1000,1.0,0,unnorm,0.012017344215751395,0.020685836134251526,True,1.0
LS-s,1,1000,1.0,0,unnorm,0.008029397059223706,0.008248589030692527,True,1.0
LS-s,2,1000,1.0,0,unnorm,0.009471085709189676,0.009529742401341738,True,1.0
LS-s,3,1000,1.0,0,unnorm,0.04006112046848015,0.04338518005773381,True,1.0
LS-s,4,1000,1.0,0,unnorm,0.006470531023372874,0.006459744466590867,False,0.0
LS-s,5,1000,1.0,0,unnorm,0.013830147126815021,0.014515338728371687,True,1.0
LS-s,6,1000,1.0,0,unnorm,0.047914729818188624,0.05097350270907869,True,1.0
LS-s,7,1000,1.0,0,unnorm,0.008325731198898822,0.00849723300428813,True,1.0
LS-s,8,1000,1.0,0,unnorm,0.007342216158294419,0.0077225416742285925,True,1.0
LS-s,9,1000,1.0,0,unnorm,0.006901022356810552,0.0067898076841143235,False,0.0
LS-s,10,1000,1.0,0,unnorm,0.01601239655809961,0.016639630571988296,True,1.0
LS-s,11,1000,1.0,0,unnorm,0.009171912937030027,0.009310762321246372,True,1.0
LS-s,12,1000,1.0,0,unnorm,0.038023674766509204,0.040492216533000905,True,1.0
LS-s,13,1000,1.0,0,unnorm,0.04785323320843184,0.051226719080766085,True,1.0
LS-s,14,1000,1.0,0,unnorm,0.008074170498598661,0.008055551348285525,False,0.0
LS-s,15,1000,1.0,0,unnorm,0.007132152816848177,0.007296857426133176,True,1.0
LS-s,16,1000,1.0,0,unnorm,0.05709384948239693,0.061107437566119326,True,1.0
LS-s,17,1000,1.0,0,unnorm,0.024573089136833405,0.026504929648492343,True,1.0
LS-s,18,1000,1.0,0,unnorm,0.012018058390546208,0.012687654151293495,True,1.0
